"RK",TIERS,"PLAYER NAME",TEAM,"POS","AGE","NOTES"
"50",6,"D. Burks",IND,"WR22","23","In 2025, Burks ran 77.9% of his routes from the perimeter, but I think he’ll transition back to the slot in the NFL. In 2024, he ran 85.5% of his routes from the slot. Burks is more quick than fast. He had a steady diet of screen, drags, and underneath routes in college with bunch formations to create free releases for him at the line. Burks makes things happen in the open field with a quick accelerator and shiftiness. He has enough raw speed to be utilized vertically in a passing offense. Burks showed off a crisp double move occasionally when aligned on the perimeter in 2025. Burks has a small catch radius and isn’t a ball winner at the catch point. He can have issues with physical corners during routes and at the catch point, with a 36.8% contested catch rate in college. He started college with drop issues, but improved his hands over time, with only 4.9% and 3.1% drop rates in his final two seasons."
"51",6,"J. Taylor",JAC,"RB14","24","Taylor is a dense, bowling-ball back. His low center of gravity allows him to bob and weave through defenders. Taylor has average burst and build-up speed back with a decent second gear in the second-level. Taylor has solid lateral agility, but he loses speed when attempting to string tackle-breaking moves together. He wins with vision and short-area footwork. He’s not a powerback. Taylor is a trusted back in pass pro with only one sack and five hurries allowed in college (160 pass blocking snaps). With his stature and strong base, he can stand up an incoming defender or, at the very least, redirect them from his quarterback. Taylor was a decent checkdown option in the passing game. He amassed 43 receptions (54 targets) in his only season with Virginia, but he only churned out 0.91 yards per route run with a 0.2 aDOT. He did have a 10.4% drop rate, which is concerning. If he can earn passing down reps with his blocking chops, he could be an outlet option for a quarterback, but he’ll likely never be a “pass game weapon”."
"52",6,"M. Klein",HOU,"TE8","23","Klein spent 53.8% of his snaps in 2025 in-line (38.6% slot). He has decent burst off the line. Klein will flash solid route salesmanship with in-breakers and out and ups. He has to continue to hone his game against zone coverage. He’ll drift with his routes at times and lack spatial awareness. Klein isn’t a beast after the catch. He had only 5.5 yards after the catch per reception in 2025 while forcing only one missed tackle in college. His athletic limitations show up when he’s asked to adjust to targets outside of his frame. He has a hard time gearing down with routes breaking back toward the quarterback. He’s a linear player, which will likely limit his usage and versatility in the NFL. Klein can hold his own as a pass protector, as a combo block and chip option. I wouldn’t suggest an NFL team line him up against an edge 1-on-1 in his rookie season, though. Those are battles that he isn’t likely to win consistently. He does keep a strong base and solid punch, so there’s upside here with Klein as a blocker. Dynasty Outlook: Klein was drafted in the second round of the NFL Draft by the Houston Texans. I’m not overwhelmed by any part of Klein’s game, but the draft capital married with the fact that Dalton Schultz is a free agent after the 2027 season makes him a decent fourth-round rookie draft dart."
"53",7,"R. Virgil",ARI,"WR23","22","Virgil has average speed and burst off the line. He profiles as a depth/possession wide receiver in the NFL. Virgil doesn’t offer much YAC ability, with only 4.3 yards after the catch per reception in his collegiate career and 19 missed tackles forced across the last two collegiate seasons. He’s not a twitchy receiver and lacks the burst/recovery speed to be asked to deploy double moves with regularity. Virgil is proficient against zone coverage with the savvy to sit down his routes in exploitable areas. Virgil will need to continue to expand his route-running chops and route tree in the NFL. He was tasked with a heavy dose of stop and nine routes in college."
"54",7,"T. Koziol",JAC,"TE9","22","Koziol is a tall drink of water. His thinner frame doesn’t impact him from a physicality standpoint. He’s a dependable blocker in both the run and passing games. Koziol can set the edge, operate as a lead pulling blocker, and hold up with strong hands and good anchor in pass protection. Koziol has smooth hips and good bend in his routes. He uncovers quickly and is physical through his routes. He has soft, dependable hands and is a ball winner at the catch point. He concludes college with a 2.6% drop rate in his final season and a 61.3% contested catch rate overall. His biggest limiting factor as a player, as far as ceiling goes, is that he isn’t an explosive mover. He doesn’t have the raw speed or explosive lateral agility to line up on the perimeter or be asked to operate as a man coverage beater. He’ll be at his best against zone coverage and linebackers/nickels in coverage. Koziol isn’t a rugged RAC player. He can generate YAC, but his lanky size allows him to get cut down by defenders easily. He forced only two missed tackles in his final collegiate season. Dynasty Outlook: Koziol’s analytical profile is better than his fifth-round NFL draft capital that landed him with the Jaguars. He profiles as the receiving part of the tandem that Jacksonville drafted this year while selecting Nate Boerkircher (round 2). I’ll draft Koziol in the fourth round of rookie drafts where I’m thin at tight end. Brenton Srange is a free agent after the 2026 season. Koziol could compete for the starting job in 2027."
"55",7,"CJ Daniels",LAR,"WR24","24","Daniels is a DAWG! He fights for every blade of grass. Daniels is a technically sound, polished receiver whose physical traits have capped him. His footwork off the line and route nuance are strong. His long speed and burst are just average. If he had just a pinch more acceleration, he would have a high ceiling. Daniels operates well versus zone coverage, but he can get held up by press coverage. He has the necessary upper body strength to negotiate it, but he lacks the extra burst to separate once he has bought himself some leeway with his upper body. Daniels has some WILD catches on his film. He exhibits a “my ball” mentality at the catch point with a career 62.3% contested catch rate. Daniels has an insane one-hander vs. Notre Dame, as well as some catches made around a defender. Daniels should fill out an NFL depth chart well as a possession receiver that sets the tone for a team. Dynasty Outlook: Daniels tumbled to the sixth round of the NFL Draft before getting scooped up by the Rams. Daniels has some of the most insane body control you’ll ever see on film, but there are limitations to his game with his athleticism and ability to threaten a defense deep. He’s a last-round dart/taxi squad option only. I’ll snag him in a few leagues."
"56",7,"J. Endries",CIN,"TE10","22","Endries departed the Shrine Bowl with an undisclosed “minor” injury. He also dealt with some undisclosed injuries during the 2025 season, from what I can gather. Endries was mainly an underneath option with a more limited route tree. In 2025, 68.9% of his targets were within nine yards of the line of scrimmage or behind it. 48.9% of his routes in 2025 were flats, crossers, or screens. He can be a safe, dependable zone coverage option for a passing offense. He gets up to top speed quickly with average long speed (4.62 40-yard dash). He’s not an explosive area mover, though. He had 57th percentile or lower marks in the shuttle and 3 cone. Endries flashes fluid hips up the seam. He can adjust to targets behind him and instantly turn back into a RAC threat. He doesn’t have the strength or raw speed to be a massive YAC threat. Endries finishes college with only 13 missed tackles forced (124 receptions) and 5.3 yards after the catch per reception. Endries has solid hands with only one drop over his final two collegiate seasons and a 59.4% contested catch rate. His play strength shows up at the catch point more than with the ball in his hands. He made a nice contested catch in 2025 against Caleb Downs. Endries is a passable blocker at best. He’s not an explosive people mover, but he can redirect traffic in a pinch. He doesn’t seem to have that tenacity to put a defender in the dirt. Dynasty Outlook: Endries was drafted in the seventh round by the Cincinnati Bengals. Mike Gesicki is a free agent after the 2027 season, but the team did draft Erick All in 2024. Who knows if All can stay healthy at this point, but he could compete with Endries for the TE2 role for Cincy this year. Endries is a solid taxi squad option in tight-end premium formats."
"57",7,"C. Allen",KC,"WR25","23","Speedy, zone-beating slot option. His usage was as an underneath/gadget weapon. Allen has some creativity to his route running. He’ll be a slot-confined option in the NFL, deployed on screens, crossers, and out routes. Allen does possess good body control for a receiver of his size, which helps the case for his catch radius. Allen can churn out YAC with his speed, but don’t expect him to break a ton of tackles in the open field (only 14 across four collegiate seasons)."
"58",7,"B. Brown",NO,"WR26","22","Brown has immediate and legit speed. That speed has served him well as a returner, which is where he’ll make his biggest impact during his early stages as an NFL player. He finished his collegiate career with six kick return touchdowns. He finishes eighth all-time in NCAA history in kick return average and third-best in SEC history while leading the SEC in two of the last three seasons in this category. Brown has a limited route tree and release package. He’s a linear player, though, who needs to improve his deceleration and hip sink at the top of his stems. He has the raw speed to get by with speed releases to this point, but he’ll need to continue to add to the tool belt at the next level. In his final season, he was utilized on screens a ton and in motion, ensuring free releases at the line. In 2025, 36.5% of his target volume was via screens, and 54.2% of his targets came within nine yards of the line of scrimmage or behind it. Brown isn’t a ball winner at the catch point with a 36.7% career contested catch rate. His hands can also be suspect overall in the receiving game, with a 12.1% or higher drop rate in two of his four collegiate seasons."
"59",7,"R. Hemby",LV,"RB15","23","Hemby should help to fill out an NFL depth chart as an early down compliment. He’s a long-striding, upright runner with build up speed. Hemby gets downhill quickly and displays solid vision. Hemby is a solid runner who should excel with gap runs and inside zone concepts in the NFL. He doesn’t have the raw speed to consistently win the edge, but he is a strong one-cut runner who can operate in stretch zone if the offensive line does its job. Hemby could develop into a solid pass protector in the NFL. There are some lateral agility limitations here, but he flashes solid lower body strength and the ability to hold his patch of grass. Hemby will never be a passing game “weapon”, but he isn’t a zero here. He was tasked with checkdowns, flat routes, and some wheels in college. He had only three drops in college (147 targets). Dynasty Outlook: Hemby was a UDFA signing by the Raiders, who already have Ashton Jeanty and newly drafted Mike Washington Jr. leading the way for their backfield for the next few seasons. Hemby is an early down grinder with little passing game upside. Leave him on the waiver wire after the rookie draft."
"60",7,"J. Ott",KC,"RB16","23","Ott is a linear runner. He’s equipped with average burst and an ok second-gear. He’s a slasher back with smooth lateral agility. Ott wins with solid footwork, lateral agility, and plus vision. He doesn’t have the raw speed to consistently gain the edge with wide zone runs, but he can operate with inside zone and gap runs at a high level. His speed is more of the build-up variety. He can hold his own in pass protection, but he still will attempt to lunge at defenders at times and drop his head. This won’t work in the NFL, but he balances those rough reps with some strong ones where he anchors decently and redirects incoming rushers. Dynasty Outlook: Ott was also a UDFA signing for the Kansas City Chiefs. Out of all the backs on this roster, Ott is one of the ones I think has a slim shot to stick on the roster when it’s all said and done. I’ll let others chase him as a taxi squad add. There are other backs that I prefer over him in this class."
"61",7,"Z. Thomas",CHI,"WR27","22","Dynasty Outlook: Zavion Thomas was drafted in the third round of the NFL Draft by the Chicago Bears. I was shocked by this development. Thomas finished college with a 19th percentile target share, 1.52 yards per route run, and 5.7 yards after the catch per reception (per PFF). He never registered a “breakout season”. Chicago must see something I don’t with his analytical profile. I’ll be avoiding him in dynasty rookie drafts."
"62",7,"R. Henry Jr.",WAS,"RB17","24","Henry Jr. profiles as an RB2/3 or change-of-pace option at the NFL level. He has average burst at best (24th percentile 10-yard split) and decent short-area agility. He’ll toss in a nice juke move occasionally. Henry is a build-up speed runway back that does his best work with subtle jump cuts and vision in the second-level. He lacks the home run hitting, long speed, and palpable second gear. Henry is a liability in pass protection. He is late to the party at times as he’s a tick late to diagnose his assignment. Henry will lunge at defenders and find himself out of position. His lateral agility limitations show up here as he’ll get burned by speed rushers off the edge, as they easily get around him. He’s a serviceable checkdown option in the passing game with dependable hands. Henry had only three drops in college (70 targets). Dynasty Outlook: Henry Jr. was signed to a UDFA deal with Washington. The Commanders also selected Kaytron Allen in the NFL Draft to add to their gaggle of cast-off running backs. I doubt Henry Jr. sticks with the team out of camp, considering the mountain of players he’ll have to hop to make the team, but crazier things have happened. Stash him on taxi squads in deeper leagues where you can. His tackle-breaking metrics in college make him an intriguing lottery ticket."
"63",7,"M. Trigg",DAL,"TE11","23","Trigg is a dump-and-run receiving first developmental tight end prospect. With his size (6’4”, 240 lbs), he moves like a big wide receiver, but he has a TON of development that is still needed to be a starting tight end in the NFL. Trigg lined up in the slot with 66.9% of his collegiate snaps. He’s a project as a blocker, and I have questions about his play strength. I wonder if he’ll ever reach a place in his career where he can be counted on as a league-average blocking option on run and passing downs. Any team drafting him will have to do so with a receiving-first focus and be willing to live with what he does and doesn’t offer as a blocker. Trigg is a fluid mover with good twitch and smooth hips, but he has a slender build despite his 240lb weight listing. Trigg can be pushed around by physical defenders in his routes and at the catch point. He leaves college with a 45.2% contested catch rate while also flashing spotty hands with a 10.7% drop rate. Trigg will need to improve his play strength and technique at the catch point to become a red zone threat, as his attempts to box out defenders in the paint fall flat on many plays. Trigg has high-end moments with some highlight reel spots, but he lacks consistency in his play. He lacks route nuance and salesmanship while sporting inefficient TikTok footwork on many routes. He’s just a manufactured touch, dump and run, and option against zone. Dynasty Outlook: Michael Trigg went undrafted, but he signed a UDFA deal with the Cowboys. I was never intrigued by him as a prospect, so it’s hard to be out when you were never in. Leave him on dynasty waiver wires."
"64",7,"K. Law",DET,"WR28","22",""
"65",7,"D. Reid",BUF,"RB18","21","Reid has below-average burst and average build-up speed. He’s caught behind plenty on his film. His low center of gravity helps him wiggle out of loose wraps and run through some weak tackling attempts. He’ll deploy the occasional jab step in space, but for the most part, he’s a linear runner without the special twitch sauce that a smaller back needs for the NFL. He’s not a dynamic player in space. Reid isn’t a big play author with only 47 runs (9.4%) in college going for at least 15 yards. In three of his four collegiate seasons, he couldn’t eclipse a 40% breakaway rate. Reid is a decent passing game option. Over the last two seasons, he had 17.8-26% of his snaps as a slot or perimeter receiving option. He wasn’t tasked with an expansive route tree in college despite the hopeful alignment usage. He was fed a steady diet of screens, flats, and the occasional slant or angle route from a stacked formation. Reid’s size shows up in pass pro. With 114 collegiate pass pro snaps, he allowed 13 pressures. He had only one season with a pass blocking grade above 38.0. He can get knocked off his feet and ragdolled in pass pro. There are some snaps where he displays enough functional strength and the lower center of gravity to redirect an incoming rusher, but I wouldn’t trust him to keep a quarterback clean repeatedly during a season. Dynasty Outlook: Reid is headed to Buffalo on a UDFA deal. With James Cook, Ty Johnson, Ray Davis, and Frank Gore Jr. entrenched atop the depth chart, I doubt that we will see Reid make the final roster. Leave him on the waiver wire."
"66",7,"J. Royer",CLE,"TE12","24","Royer didn’t athletically test at the combine or his pro day, as he has dealt with a hamstring injury. Royer has average burst off the line. Royer played 49.3-49.8% in the slot across his final two seasons in college. He was mainly a dump-and-run option for the Cincy passing attack, where his main assignment was to chip on the line and leak out into the flat. He’s a serviceable option against zone coverage as an ancillary piece to an NFL passing attack. He still needs to improve his pacing/spacing against zone, as he’ll drift at times with routes and fail to hit his mark with timing routes. Royer will need to continue to add nuance to his routes, as he wasn’t asked to run a full route tree in college. His hips are a little tight, which shows up when he’s asked to sink and gear down with comebacks, curls, hinge routes, etc. Royer has solid run-after-catch skills. He transitions from receiver to runner well, with the play strength to break some tackles in the open field. He’s not an overly dynamic or twitchy player, though. In 2025, he ranked fourth in YAC per reception, and in 2024, he was 14th in missed tackles forced among tight ends. Royer has a dependable set of hands with only two drops across his final two seasons in college. His hands and play strength serve him well at the catch point with a 52.6% contested catch rate in college. Royer wasn’t asked to handle inline “true pass pro” reps a ton. Across his final two seasons, he had only 91 pass-blocking snaps. He mainly combo-blocked on the edge or chipped and proceeded to get into his route. He’ll need to grow as a pass protector in the NFL. He’s a more accomplished run-blocking option. Royer is solid as a pulling option with good patience, punch, and sustain at the point of attack. He climbs to the second level uncovered well. Dynasty Outlook: Royer was drafted by the Cleveland Browns in the fifth round of the NFL Draft. Royer will compete with Jack Stoll and Blake Whiteheart for the TE spot on the depth chart behind Harold Fannin Jr. Royer is worth a taxi squad spot in tight-end premium formats."
"67",7,"M. Benson",LV,"WR29","23",""
"68",7,"J. Cameron",JAC,"WR30","23","Cameron will need to add to his release package and route-running bag if he’s going to climb an NFL depth chart. He projects as a solid depth piece for an NFL roster that would be best suited with a move to the slot (88.7% on the perimeter in college), where he can see more off-coverage and nickel corners that he can better deploy his play strength against. Physical perimeter corners have no issue staying in Cameron’s back pocket. His play strength and solid hands help him, as he isn’t the best separator, so he’s dealing with muddy catch points often. In his final collegiate season, he had only one drop and a 59.3% contested catch rate (27 contested targets). Cameron offers some YAC ability, and with his upper body strength, he can break tackles. He posted 25 missed tackles across his final two collegiate seasons and 6.3 yards after the catch per reception in 2024. He’s built like a physical running back and operates as one after the catch."
"69",8,"D. Pavia",BAL,"QB9","24","Pavia’s rushing ability is immediately evident when watching his film, with quick twitch ability and 4.6 speed. He’s not a burner, but he has solid short-area agility with the ability to stop on a dime. He averaged 178 rushing attempts, 862 rushing yards, and 8.3 rushing touchdowns over his final three collegiate seasons. It’s not crazy to worry about his health in the NFL at his size if he continues to run as frequently as he did in college. With Pavia’s short stature, there are drawbacks to his field vision, like many other height-challenged quarterbacks. The Vandy passing attack was based around quick hitters, screens, and getting Pavia on the move to facilitate his field vision. If he’s forced to play from the pocket in the NFL, it could constrict what you’re able to do with him, playcalling-wise. Pavia is forced to attempt jump passes at times, and he frequently has passes batted down at the line of scrimmage. Over the last three seasons, he had 26 passes batted down. Pavia embraces off-script chaos. Some of this is likely due to his height and field vision, but some of this is just his inherent play style. He’ll flee workable pockets at times where pressure doesn’t exist to get outside of the pocket and make something happen with his arm and/or legs. Pavia will drift in the pocket at times instead of stepping up. Pavia has decent touch and zip on short and intermediate throws. He has issues with layering throws at times to the second-level and will sail some second-level throws. His arm strength limitations show up when he’s throwing downfield, especially downfield when on the move. Pavia is a max effort thrower. He has the arm strength to make most NFL throws, but his ball placement on deep throws can suffer as a max effort thrower to that area of the field where Pavia is just trying to muster the necessary torque to get it to his receiver. His ball placement suffers on these plays. Pavia can lock onto his first read at times. There are moments where he does operate pure progression concepts and will get to his third or fourth option, but there are more moments in his game film where he’ll stick on his first read at times to his detriment."
"70",8,"J. Caldwell",KC,"WR31","23","Caldwell is a size/speed specimen standing at 6’5”, 215 lbs, with a blazing 4.31 40-yard dash time. That type of raw speed is easily evident in his film. He flies off the line as soon as the ball is snapped. Caldwell should enter an NFL passing attack as a field stretcher with room to grow into more at the next level. Caldwell tall, lanky bolt of lightning. His route running needs to grow at the next level for him to hit his ceiling as a player. He relies on speed releases and has to clean up his in-route footwork on double moves. He has the raw speed to still burn corners with them, but that margin for error will decrease in the NFL. Caldwell’s thinner frame shows up at the catch point with a 37.9% contested catch rate over the last two years. He has serviceable hands, but drops have been a problem with a 10.1% drop rate in college. Caldwell displays solid ball tracking as he was tasked with a hitch and go routes. Last year, 27.6% of his target volume came via deep targets."
"71",8,"T. Stewart",KC,"RB19","24","Stewart is a dense, bowling-ball back. He’s rocked up and built like a mini fridge. He doesn’t have plus long speed (4.56 40-yard dash), but he gets up to top speed in the blink of an eye (99th percentile 10-yard split). He is a chunk play author who lacks a true home run gear. Stewart’s speed and twitch looked decreased in 2025 on film. This could be related to a left foot/ankle injury he sustained early in the year (was spotted in a boot in August). He also dealt with a right leg/foot injury in 2023 (missed the final four games). Stewart has solid vision as a tenacious downhill runner with good contact balance. In 2025, there were times when he paused at the line before bursting forward if the intended gap was clogged. This is just a wrinkle in his game and not a consistent trend across his film. Last year, Stewart wasn’t as quick to attempt to bounce runs outside as he had been in previous seasons. Once he gets into the second level of a defense, he displays patience and the willingness to create off-angle tackle attempts for defenders with subtle jump cuts and directional changes. He pinballs off defenders. Stewart has the occasional spin move or stiff arm that he’ll deploy to add a few more yards to the end of a run. He is a savvy runner, but he’s not dynamically twitchy. Stewart’s passing game usage and resume as a pass blocker are extremely limited. He finishes college with only 13 targets and a paltry 0.40 yards per route run. He was a checkdown option only in college. With his pass-blocking reps, Stewart is a work in progress. Stewart is late in diagnosing rushers at times. He has solid lower-body strength but will drop his eyes at times, swing and miss against free rushers, and doesn’t sustain his blocks or hit them with a strong punch consistently."
"72",8,"D. Connors",LAR,"RB20","22","Connors is a solid all-around back who should settle in as an RB2/passing down back for an NFL team. He finishes runs well with plus leg drive as he grinds out extra yards. He’s not an explosive runner, but he can pick up tough yards. Connors has average contact balance and burst. He doesn’t have stellar long speed and gets caught from behind with runs, but he plays with max effort and has no issues lowering his shoulder to make defenders pay. Conners is solid in pass pro. He can quickly diagnose his assignment and attacks incoming defenders with a solid base. Connors can anchor and hold his own while displaying good lateral agility to maneuver into position to meet defenders head-on. Connors is a trusted check-down option in the passing game. He finishes with an overall 14.4% collegiate target share and 1.43 yards per route run or higher in two of his final three collegiate seasons. He had only one drop in his final season. Dynasty Outlook: Connors joins a stacked Rams backfield as a UDFA. He’ll have to beat out Ronnie Rivers to earn a job with the Rams as their RB4. It’s possible, but not probable. I’ll pick Connors up off waivers after rookie drafts and stash him on taxi squads where I can because I’m a fan of the talent. If he doesn’t stick with the Rams, I easily could see him latching on with another team."
"73",8,"M. Hibner",BAL,"TE13","24","Hibner has a solid set of mitts. Over the last two years, he has had a 56.2% contested catch rate. He’ll lose a few at the point of contract, but he has the athleticism to continue to grow in the area. Hibner dropped only two of his collegiate targets, and both were of the concentration variety. Hibner has a 9.25 RAS, a 94th percentile vertical jump, a 4.57 40-yard dash time, and a 72nd percentile shuttle. His big-time athleticism shows up on his film. He was 27th and 4th in YAC/reception over the last two years. Hibner isn’t a mauler after the catch, but he has the speed to outrun defenders in the open field and on crossing routes and up the seam. He’s a legit vertical threat down the seam and on deep over routes. I question how high his target earning ceiling is, but he should post nice per-route metrics in the NFL, as he’ll get chunk plays when he is targeted. He’s a linear athlete. You won’t see many players where Hibner is juking someone out, but he can easily burn them to the sideline and scorch them. He has fluid hips and the ability to adjust in the air and to targets outside of his frame. Good initial punch as a blocker. Tenacious. He’ll reestablish his feet during a snap with a good second effort. He will dip his head and lunch at defenders. He’ll get crushed in the NFL if he doesn’t get out of his habit."
"74",8,"W. Kacmarek",MIA,"TE14","23","Kacmarek dealt with a left foot injury in 2025 (April) as he was spotted in a boot at one point. It’s unclear if it impacted his play last season. Kacmarek was sparingly used as a receiver over the last two years, with only 27 targets. He was a dependable receiving option with soft hands over the last two seasons with zero drops. He operated as an inline option with 73-77.3% of his snaps coming inline. Kacmarek is a linear athlete with a 4.74 40-yard dash time. His shuttle (49th) and three cone (42nd) were both below the 50th percentile. He won’t give you much after the catch with only 5.7 and 6.4 yards after the catch per reception and a grand total of two missed tackles forced. He operated at Ohio State as an underneath option (5.5, 5.3 aDOTs). He displays good instincts and pacing against zone coverage. When he was utilized as a seam option, he had enough build-up speed to get the job done with solid ball tracking. Kacmarek is a solid blocking option who needs to continue to improve his lower-half strength. He has a solid first punch and sustain, but he can be moved backward against power. He should enter the NFL as a serviceable run blocker from the jump with 68.8 or higher grades in each of his last three seasons. Dynasty Outlook: Kacmarek looks to be the inline/blocking option for the Dolphins after getting drafted in the third round of the NFL Draft. I didn’t find much in his production profile or on his film to get excited about in the NFL. I’ll be avoiding him in dynasty rookie drafts."
"75",8,"N. Boerkircher",JAC,"TE15","24","Dynasty Outlook: Nate Boerkircher was selected in the second round of the NFL Draft. Yes, I’m as shocked as you. Boerkircher had decent athletic testing metrics with an 8.8 RAS score, a 4.78 40-yard dash time, and a 70th percentile 3 cone. His collegiate receiving profile is horrible, though. He finishes his collegiate career with only 0.99 yards per route run and no more than 198 receiving yards in any season (per PFF). I won’t be chasing the draft capital with him. I’ll be avoiding him in dynasty rookie drafts. With Brenton Strange a free agent after the 2026 season, he could be the starting tight end next year for Jacksonville, but Tanner Koziol, who was also drafted this year, could also beat him out for the starting gig in 2027."
"76",8,"J. Cuevas",BAL,"TE16","22","Cuevas projects as a solid all-around TE2 with low-end starting upside. He has a strong frame with a thick lower half. He’s not an explosive mover in his routes or after the catch, but he has the functional strength to break tackles with the ball in his hands. Cuevas is a solid inline blocker. He doesn’t have the lateral agility to deal with speed rushers on the edge consistently, but if you’re just asking him to chip, combo block defenders, and sustain his patch of grass, he’ll get the job done. He has tight hips, which will prevent him from excelling in short area routes with suddenness, but he uncovers fairly well considering. Cuevas is mainly a dump-and-run tight end that can create enough separation against zone coverage to operate as a dependable option. Dynasty Outlook: Cuevas is an inline blocking option for the Ravens that they drafted in the fifth round of the NFL Draft. Unless you’re in a point-per-pancake league, don’t roster Cuevas."
"77",8,"E. McAlister",FA,"WR32","-","We have to talk about injuries and off-the-field stuff here. There’s no avoiding it. In March of 2024, McAlister was arrested for aggravated assault after threatening someone with a gun. From the injury standpoint, in 2025, he dealt with a hamstring injury. In 2026, he had a knee scope (January), and in March, he sustained a Jones fracture in his foot while participating in his pro day workout. McAlister is a build-up speed receiver (4.56 40 time at pro day) who can look lumbering off the line at times. It’s not a consistent problem with his immediate acceleration. He has solid upper-body strength to fight through physical coverage and negotiate press coverage. McAlister has a varied release package while highlighting his strong split release. He doesn’t sink his hips at an outstanding level, but that is something that is common with bigger receivers. He does make up for this with strong footwork, which allows him to be passable on comebacks and curls. McAlister is a threat at all three levels of the field. He can handle the full route tree. He dominates on in-breaking routes (slants) with a quick first step and good use of his body to win these routes. He might lack the high-end acceleration off the line to consistently stack corners on vertical routes, but he has excellent ball tracking as he makes downfield targets look easy to haul in. McAlister has the size to be a red zone threat, but that will have to come via screens and crossers and not jump ball situations or fade routes. McAlister isn’t a catch point winner at this stage, with only a 38.4% contested catch rate over the last two years. He’s an excellent YAC/RAC threat with a strong lower half to break tackles and the strength to run through loose wraps after he builds up a head of steam while also deploying a deadly spin move. His final season missed tackles forced numbers do need some context, though. He piled up 11 of those 27 missed tackles forced against SMU and Iowa State. Those two programs couldn’t tackle a player in the open field to save their lives. I’m not stating this to shade his numbers, but to illustrate how they can be somewhat faulty despite the fact that he is a strong YAC producer. McAlister’s hands can be iffy at times. He has plenty of concentration drops on film and an 8.7% drop rate in college, but he also displays late and arrogant hands with some reps. Overall, I think he can clean up the drop issues over time."
"78",8,"E. Rivers Jr.",TB,"WR33","23","Rivers was a “true” perimeter wide receiver in 2025 (72.7% out wide). Rivers has the release package and route-running chops to operate on the outside. He exhibits efficient footwork off the line and at the top of his stem. Rivers shows off a firm understanding of how to set up corners dancing in their blind spot at times or timing his route break with a corner’s hip flip. Rivers has elite speed. He hits the accelerator and goes. Rivers subtly changes direction in his routes and loses little speed when doing so. Georgia Tech utilized him plenty on deep overs where he could simply run away from defenders. Rivers’ ball tracking is strong. Rivers can win downfield, but he wasn’t just a deep threat in 2025. Only 22.7% of his target volume was via deep targets. Rivers has a small catch radius considering his frame, but he also doesn’t flash the in-the-air body control to snag a ton of targets outside of his body. His size also shows up at the catch point as he’s not winning many 50/50 battles for the ball. Rivers is a scrappy player. He negotiates physical coverage well when presented with it, which wasn’t much, given the nature of college football, but also the inability of corners to get their hands on him. Dynasty Outlook: Rivers was a predraft crush for me. Unfortunately, he dropped out of the NFL Draft, but he signed a UDFA deal with the Buccaneers. I’ll draft Rivers with my final pick in a rookie draft in the last round or pick him up off waivers and stash him on a taxi squad. I’m a believer in his talent. I wouldn’t be shocked if he’s this year’s Jalen Coker."
"79",8,"C. Young",CIN,"WR34","23",""
"80",8,"N. Whittington",HOU,"RB21","24","Whittington has a compact, muscular frame. He has little wasted motion as a decisive downhill runner with quick acceleration. He quickly gets up to top speed but lacks an elite home run gear. Whittington can pull away from some defenders in the open field. He’s not a twitchy yards creator in the second-level. Whittington does have some route-running chops as Oregon aligned him in the slot or outside 21.2-23.6% of his snaps in his final two collegiate seasons. He can easily operate as a check-down option in a passing game, but he has the upside with some solid route nuance with out routes and the occasional slant. Dynasty Outlook: Whittington signed a UDFA deal with the Houston Texans. Their depth chart already has David Montgomery, Woody Marks, and Jawhar Jordan sitting atop it. I doubt Whittington will beat out British Brooks for the RB4 spot on the depth chart. Leave Whittington on the waiver wire."
"81",8,"L. Bond",HOU,"WR35","23","Bond is a dense, bowling ball running routes from the slot (55.8% collegiate slot route). He has a thick lower half, which helps him break tackles and produce tough yards after the catch. Bond should be a solid zone coverage beating option from the slot in the NFL. He has solid change-of-direction ability with efficient lateral agility. He’s not a burner, but he has the requisite raw speed to allow him to function in a similar role in the NFL. He has strong hands and should be a dependable underneath option in an NFL passing game. Bond boasts a 4.9% collegiate drop rate and 68.6% contested catch rate. Dynasty Outlook: Bond was drafted in the sixth round of the NFL Draft by the Houston Texans. There’s not much on his analytical profile to get excited about as a dump-and-run option. Leave him on dynasty waiver wires."
"82",8,"T. Montgomery",TEN,"WR36","-","Montgomery’s raw speed is adequate and more of the build-up variety. He does have enough speed to stack defenders when running the vertical route tree, but the jump in competition is a concern in that area. He could find himself having to win at the catch point more in the NFL. Montgomery displays late hands and can operate above the rim in jump ball situations. He could be a red zone threat for an NFL offense from Day 1. Montgomery is a catch point winner. He had only 13 contested targets last year, but he secured 61.5% of them. Montgomery has solid fluidity in his routes. His hip stiffness does show up when he’s asked to sink and decelerate on comebacks and curls. Montgomery is much better on ins and outs when he can put his foot in the ground and uncover quickly. He does a decent job of adding some nuance to his routes with some salesmanship. His in-route footwork does need to be cleaned up as his feet can get away from him at times, getting in and out of his breaks, where he’ll lose his footing. Despite his 27 missed tackles forced last year, I don’t consider him to be a behemoth after the catch. Much of that I attribute to the lower level of competition and poor tackling. He profiles more as a possession receiver in the NFL. Dynasty Outlook: Tyren Montgomery went undrafted, but he has signed a UDFA deal with the Titans. He’s worth picking up off the dynasty waiver wire after the rookie draft and stashing on a taxi squad (if you have room), but he’ll have quite the uphill climb to make the Week 1 roster with the litany of veterans on the roster already."
